Carrier,ID ,Search Ring Name ID,Block,Lot,Zoning District,Hight and Bulk District,Type of Building,Preference (1-7),Type of Consumer Services,Type of Consumer Products,Number of Antennas,Location of BTS,Type of Technology,Radio Frequency Range (Megahertz),Power Output of Equipment (Watts),Height to Top of Antenna,Name of Community Liason,Phone Number of Community Liason,Comments,Location 1
T-Mobile,SF03584,,136,5,C-2,40-X,Commercial ,,"voice, video, data",,2,Roof,,1900 / 2100,,47.3,Rana Christie,,,"{'latitude': '37.800389', 'needs_recoding': False, 'human_address': '{""address"":""99 Green Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4012778'}"
T-Mobile,SF1001BA_21,,ROW,ROW,,,,,"voice, video, data",,,pole,,2100/1900,,,Ryan Wunsch,,Small cell- OA,"{'latitude': '37.77337', 'needs_recoding': False, 'human_address': '{""address"":""1301 Folsom St (9th St frontage)"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.411304'}"
T-Mobile,SF1001BA_31,,ROW,ROW,,,,,"voice, video, data",,,pole,,2100/1900,,,Ryan Wunsch,,Small cell- OA,"{'latitude': '37.771965', 'needs_recoding': False, 'human_address': '{""address"":""1596 Howard St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.416888'}"
T-Mobile,SF1001BA_41,,ROW,ROW,,,,,"voice, video, data",,,pole,,2100/1900,,,Ryan Wunsch,,Small cell- OA,"{'latitude': '37.771493', 'needs_recoding': False, 'human_address': '{""address"":""1526 Folsom St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.41465'}"
T-Mobile,SF1014BA_21,,ROW,ROW,,,,,"voice, video, data",,,pole,,2100/1900,,,Ryan Wunsch,,Small cell- OA,"{'latitude': '37.775716', 'needs_recoding': False, 'human_address': '{""address"":""436 Fell St."",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.425103'}"
T-Mobile,SF1015BA_11,,ROW,ROW,,,,,"voice, video, data",,,pole,,2100/1900,,,Ryan Wunsch,,Small cell- OA,"{'latitude': '37.774411', 'needs_recoding': False, 'human_address': '{""address"":""463 Oak St."",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.426958'}"
T-Mobile,SF1023BA_41,,ROW,ROW,,,,,"voice, video, data",,,pole,,2100/1900,,,Ryan Wunsch,,Small cell- OA,"{'latitude': '37.729277', 'needs_recoding': False, 'human_address': '{""address"":""1013 Oakdale Ave."",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.381132'}"
T-Mobile,SF1030BA_11,,ROW,ROW,,,,,"voice, video, data",,,pole,,2100/1900,,,Ryan Wunsch,,Small cell- OA,"{'latitude': '37.755077', 'needs_recoding': False, 'human_address': '{""address"":""106 Bartlett St (Valencia St frontage)"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.420878'}"
T-Mobile,SF1030BA_21,,ROW,ROW,,,,,"voice, video, data",,,pole,,2100/1900,,,Ryan Wunsch,,Small cell- OA,"{'latitude': '37.752191', 'needs_recoding': False, 'human_address': '{""address"":""2800 Mission St (IFO BART 24th St &amp; Mission Plaza)"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.41863'}"
T-Mobile,SF1030BA_31,,ROW,ROW,,,,,"voice, video, data",,,pole,,2100/1900,,,Ryan Wunsch,,Small cell- OA,"{'latitude': '37.755042', 'needs_recoding': False, 'human_address': '{""address"":""median strip on Guerrero btwn 22nd &amp; Alvarado St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.423186'}"
T-Mobile,SF1031BA_11,,ROW,ROW,,,,,"voice, video, data",,,pole,,2100/1900,,,Ryan Wunsch,,Small cell- OA,"{'latitude': '37.754152', 'needs_recoding': False, 'human_address': '{""address"":""3110 23rd St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.414412'}"
T-Mobile,SF1031BA_31,,ROW,ROW,,,,,"voice, video, data",,,pole,,2100/1900,,,Ryan Wunsch,,Small cell- OA,"{'latitude': '37.752429', 'needs_recoding': False, 'human_address': '{""address"":""3200 24th St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.416463'}"
T-Mobile,SF1032BA_31,,ROW,ROW,,,,,"voice, video, data",,,pole,,2100/1900,,,Ryan Wunsch,,Small cell- OA,"{'latitude': '37.75879', 'needs_recoding': False, 'human_address': '{""address"":""3426 20th St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.417479'}"
T-Mobile,SF1041BA_31,,ROW,ROW,,,,,"voice, video, data",,,pole,,2100/1900,,,Ryan Wunsch,,Small cell- OA,"{'latitude': '37.748898', 'needs_recoding': False, 'human_address': '{""address"":""3612 26th St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.421411'}"
T-Mobile,SF1041BA_61,,ROW,ROW,,,,,"voice, video, data",,,pole,,2100/1900,,,Ryan Wunsch,,Small cell- OA,"{'latitude': '37.746412', 'needs_recoding': False, 'human_address': '{""address"":""1640 Valencia St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.42021'}"
T-Mobile,SF1050BA_31,,ROW,ROW,,,,,"voice, video, data",,,pole,,2100/1900,,,Ryan Wunsch,,Small cell- OA,"{'latitude': '37.732685', 'needs_recoding': False, 'human_address': '{""address"":""56 Bay View St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.393373'}"
T-Mobile,SF1050BA_51,,ROW,ROW,,,,,"voice, video, data",,,pole,,2100/1900,,,Ryan Wunsch,,Small cell- OA,"{'latitude': '37.730133', 'needs_recoding': False, 'human_address': '{""address"":""48 Lucy St."",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.393509'}"
T-Mobile,SF13001,,309,21,C3-R,80-130F,Commercial,,"voice, video, data",,1,Roof,,1900 / 2100,,69.3,Rana Christie,,,"{'latitude': '37.7883', 'needs_recoding': False, 'human_address': '{""address"":""260 Stockton Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4066'}"
T-Mobile,SF13002,,3776,41,SLI,50-X,Commercial,,"voice, video, data",,3,Roof,,1900 / 2100,,59.3,Rana Christie,,,"{'latitude': '37.7801', 'needs_recoding': False, 'human_address': '{""address"":""539 Bryant Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.3969'}"
T-Mobile,SF13005,,ROW,ROW,RH-2,40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,43.6,Rana Christie,,DAS non-anchor id,"{'latitude': '37.77486', 'needs_recoding': False, 'human_address': '{""address"":""735 7th Avenue"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.46503'}"
T-Mobile,SF13009,,1263,6,NC-1,40-X,Mixed-Use,,"voice, video, data",,3,Basement,,1900 / 2100,,50.1,Rana Christie,,,"{'latitude': '37.766484', 'needs_recoding': False, 'human_address': '{""address"":""510 Frederick Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.453365'}"
T-Mobile,SF13010,,,,,,Public,,"voice, video, data",,3,Ground,,700 / 1900 / 2100,,80,Rana Christie,,Presidio,"{'latitude': '37.798364', 'needs_recoding': False, 'human_address': '{""address"":""54 Presidio Blvd"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.456406'}"
T-Mobile,SF13011,,ROW,ROW,RH-1,40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900,,47.6,Rana Christie,,,"{'latitude': '37.7174', 'needs_recoding': False, 'human_address': '{""address"":""478 Orizaba Avenue"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.463'}"
T-Mobile,SF13012,,2454,57,NC-1,40-X,Mixed-Use,,"voice, video, data",,2,Ground ,,1900 / 2100,,51,Rana Christie,,,"{'latitude': '37.737739', 'needs_recoding': False, 'human_address': '{""address"":""3101 Vicente Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4998261'}"
T-Mobile,SF13014,,1798,59,RH-2,40-X,Church,,"voice, video, data",,1,Ground,,1900 / 2100,,30,Rana Christie,,,"{'latitude': '37.760429', 'needs_recoding': False, 'human_address': '{""address"":""1399 43rd Avenue"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.50275'}"
T-Mobile,SF13016,,6934,1,NC-2,40-X,Commercial,,"voice, video, data",,1,Internal,,1900 / 2100,,26.3,Rana Christie,,,"{'latitude': '37.724495', 'needs_recoding': False, 'human_address': '{""address"":""1701 Ocean Avenue"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4600857'}"
T-Mobile,SF13021,,2017,21,NC-2,40-X,Commercial ,,"voice, video, data",,1,Roof,,1900 / 2100,,51.1,Rana Christie,,,"{'latitude': '37.753553', 'needs_recoding': False, 'human_address': '{""address"":""2520 Noriega Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4904452'}"
T-Mobile,SF13023,,6745,44,NC-2,40-X,Mixed-Use,,"voice, video, data",,1,Roof,,1900 / 2100,,37.3,Rana Christie,,,"{'latitude': '37.733511', 'needs_recoding': False, 'human_address': '{""address"":""590 Bosworth Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.43385'}"
T-Mobile,SF13024,,629,16,RM-1,60-F,Medical ,,"voice, video, data",,6,Internal,,1900 / 2100,,131.3,Rana Christie,,,"{'latitude': '37.790251', 'needs_recoding': False, 'human_address': '{""address"":""2155 Webster Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4324519'}"
T-Mobile,SF13027,,3711,19,C3-O,400-S,Parking Garage,,"voice, video, data",,1,Roof,,1900 / 2100,,33.3,Rana Christie,,,"{'latitude': '37.792122', 'needs_recoding': False, 'human_address': '{""address"":""77 Beale Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.395445'}"
T-Mobile,SF13083,,5369,65,M-1,40-X,Commercial ,,"voice, video, data",,6,Ground ,,1900 / 2100,,24.3,Rana Christie,925-300-5387,,"{'latitude': '37.736611', 'needs_recoding': False, 'human_address': '{""address"":""152 Helena Drive"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4045566'}"
T-Mobile,SF13084,,3780,6,M2,40-X,Commercial ,,"voice, video, data",,6,Rooftop,,1900 / 2100,,84.3,Rana Christie,,,"{'latitude': '37.771945', 'needs_recoding': False, 'human_address': '{""address"":""888 Brannan Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4050228'}"
T-Mobile,SF13086,,1025,3,NC-2,40-X,Mixed-Use,,"voice, video, data",,1,Ground,,1900 / 2100,,38.3,Rana Christie,,,"{'latitude': '37.788505', 'needs_recoding': False, 'human_address': '{""address"":""2045 Divisadero Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4405289'}"
T-Mobile,SF13088,,106,1,C-2,65-E,Mixed Use,,"voice, video, data",,3,Roof,,700 / 1900 / 2100,,92.3,Rana Christie,925-300-5317,,"{'latitude': '37.802188', 'needs_recoding': False, 'human_address': '{""address"":""201 Filbert Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.402992'}"
T-Mobile,SF13089,,700,18,NC-3,50-X,Hotel,,"voice, video, data",,,Roof,,1900 / 2100,,44.3,Rana Christie,,,"{'latitude': '37.771862', 'needs_recoding': False, 'human_address': '{""address"":""1625 Post Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4321043'}"
T-Mobile,SF13090,,861,1,NC-2,40-X,Mixed-Use,,"voice, video, data",,1,Roof,,1900 / 2100,,73.3,Rana Christie,,,"{'latitude': '37.770358', 'needs_recoding': False, 'human_address': '{""address"":""255 Steiner Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4454118'}"
T-Mobile,SF13091,,1232,4,Haight NCD,40-X,Mixed-Use,,"voice, video, data",,2,Internal,,1900 / 2100,,43,Rana Christie,,,"{'latitude': '37.764237', 'needs_recoding': False, 'human_address': '{""address"":""1408 Haight Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.417176'}"
T-Mobile,SF13093,,3571,15,CM,50-X,Commercial,,"voice, video, data",,3,Roof,,700 / 1900 / 2100,,37.2,Rana Christie,,,"{'latitude': '37.73927', 'needs_recoding': False, 'human_address': '{""address"":""565 South Van Ness Avenue"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4667428'}"
T-Mobile,SF13095,,ROW,ROW,RH-1,40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,49.1,Rana Christie,,DAS non-anchor id,"{'latitude': '37.71912', 'needs_recoding': False, 'human_address': '{""address"":""939 Dartmouth Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.408748'}"
T-Mobile,SF13096,,2989B,32,W. Portal NCD,40-X,Commercial,,"voice, video, data",,1,Ground,,1900 / 2100,,38.1,Rana Christie,,DAS anchor id,"{'latitude': '37.731228', 'needs_recoding': False, 'human_address': '{""address"":""101 West Portal Avenue"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4485863'}"
T-Mobile,SF13097,,3116,28,NC-1,32-X,Mixed-Use,,"voice, video, data",,2,Ground ,,1900 / 2100,,25,Rana Christie,,,"{'latitude': '37.746686', 'needs_recoding': False, 'human_address': '{""address"":""599 Monterey Blvd."",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4584262'}"
T-Mobile,SF13099,,5684,18,NC-2,40-X,Mixed-Use,,"voice, video, data",,1,Roof,,1900 / 2100,,40.2,Rana Christie,,,"{'latitude': '37.774562', 'needs_recoding': False, 'human_address': '{""address"":""1000 Cortland Avenue"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4074545'}"
T-Mobile,SF13102,,3758,47,SLI,40-X,Commercial,,"voice, video, data",,1,Roof,,1900 / 2100,,43.1,Rana Christie,,,"{'latitude': '37.791762', 'needs_recoding': False, 'human_address': '{""address"":""1155 Harrison Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4207874'}"
T-Mobile,SF13109,,621,23,POLK -NCD,65-A,Mixed-Use,,"voice, video, data",,1,Roof,,1900 / 2100,,66.2,Rana Christie,,,"{'latitude': '37.779683', 'needs_recoding': False, 'human_address': '{""address"":""1688 Sacramento Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4135889'}"
T-Mobile,SF13113,,836,1,P,None,Building,,"voice, video, data",,,Indoor,,1900 / 2100,,N/A,Rana Christie,,Civic Center,"{'latitude': '37.77969', 'needs_recoding': False, 'human_address': '{""address"":""1150 Market Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.41359'}"
T-Mobile,SF13115,,11,8,C-2,40-X,Commercial,,"voice, video, data",,8,Roof,,1900 / 2100,,51.3,Rana Christie,925-300-5317,,"{'latitude': '37.8077', 'needs_recoding': False, 'human_address': '{""address"":""500 Beach Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.418'}"
T-Mobile,SF13116,,208,24,C-3-O,40-X,Commercial,,"voice, video, data",,8,Roof,,1900,,306.7,Rana Christie,925-300-5317,,"{'latitude': '37.7951', 'needs_recoding': False, 'human_address': '{""address"":""750 Kearny Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.404'}"
T-Mobile,SF13128,,1151,25,RH-3,40-X,Church,,"voice, video, data",,1,Roof,,1900 / 2100,,39.3,Rana Christie,,,"{'latitude': '37.778956', 'needs_recoding': False, 'human_address': '{""address"":""2097 Turk Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4434625'}"
T-Mobile,SF13129,,1365,11,NC-1,40-x,Mixed-Use,,"voice, video, data",,1,Roof,,1900 / 2100,,38.3,Rana Christie,,,"{'latitude': '37.783025', 'needs_recoding': False, 'human_address': '{""address"":""300 2nd Avenue"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4598646'}"
T-Mobile,SF13141,,5695,24,NCS,40-X,Commercial,,"voice, video, data",,,Ground,,1900 / 2100,,40.1,Rana Christie,,Crown-Owned DAS,"{'latitude': '37.7272', 'needs_recoding': False, 'human_address': '{""address"":""959 Peralta Avenue"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.417'}"
T-Mobile,SF13144,,ROW,ROW,RM-1,40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,56.1,Rana Christie,,DAS non-anchor id,"{'latitude': '37.725', 'needs_recoding': False, 'human_address': '{""address"":""237 Brazil Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.435'}"
T-Mobile,SF13147,,4003,33,NC-2,40-X,Mixed-Use,,"voice, video, data",,1,Basement,,1900 / 2100,,39.1,Rana Christie,,,"{'latitude': '37.762727', 'needs_recoding': False, 'human_address': '{""address"":""1400 18th Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.396695'}"
T-Mobile,SF13150,,1821,1,NC-2,40-X,Mixed-Use,,"voice, video, data",,1,Internal,,1900 / 2100,,30,Rana Christie,,,"{'latitude': '37.760775', 'needs_recoding': False, 'human_address': '{""address"":""2701 Judah Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4910087'}"
T-Mobile,SF13157,,930,9,NC-2,40-X,Mixed-Use,,"voice, video, data",,1,Roof ,,1900 / 2100,,50.3,Rana Christie,,,"{'latitude': '37.799999', 'needs_recoding': False, 'human_address': '{""address"":""2400 Chestnut Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4429184'}"
T-Mobile,SF13158,,4099,1,R-3,40-X,Commercial ,,"voice, video, data",,1,Roof,,1900 / 2100,,24.3,Rana Christie,,,"{'latitude': '37.759784', 'needs_recoding': False, 'human_address': '{""address"":""1601 12th Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.3975366'}"
T-Mobile,SF13159,,4764,2,M-1,40-X,Industrial,,"voice, video, data",,9,Roof,,700 / 1900 / 2100,,35.3,Rana Christie,925-300-5387,,"{'latitude': '37.726398', 'needs_recoding': False, 'human_address': '{""address"":""1094 Revere Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.380531'}"
T-Mobile,SF13166,,3554,29,NCT,40-X,Hotel,,"voice, video, data",,,Basement,,1900 / 2100,,31,Rana Christie,,Extenet-owned DAS,"{'latitude': '37.7664', 'needs_recoding': False, 'human_address': '{""address"":""403 Valencia Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.422'}"
T-Mobile,SF13176,,294,O13,R-1,80-130F,Tourist Hotel/Motel,,"voice, video, data",,9,Internal,,1900 / 2100,,199.3,Rana Christie,925-300-5317,,"{'latitude': '37.789143', 'needs_recoding': False, 'human_address': '{""address"":""340 Stockton Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.40665'}"
T-Mobile,SF13199,,ROW,ROW,P (Public),40-X,Utility Pole,,"voice, video, data",,3,Shelter,,700 / 1900 / 2100,,29.3,Rana Christie,,Presidio,"{'latitude': '37.7983', 'needs_recoding': False, 'human_address': '{""address"":""1 Schofield Road"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.469'}"
T-Mobile,SF13290,,530,40,Union NCD,40-X,Mixed-Use,,"voice, video, data",,1,Internal,,1900 / 2100,,38.3,Rana Christie,,,"{'latitude': '37.798184', 'needs_recoding': False, 'human_address': '{""address"":""1800 Union Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4290177'}"
T-Mobile,SF13324,,7299,5,P,40X & 130D,Building,,"voice, video, data",,9,Roof,,1900 / 2100,,164,Rana Christie,650-921-6877,,"{'latitude': '37.72355', 'needs_recoding': False, 'human_address': '{""address"":""800 Font Blvd"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.48399'}"
T-Mobile,SF13325,,7080,24,RH-1,40-X,Church,,"voice, video, data",,3,Outdoors,,1900 / 2100,,79.3,Rana Christie,650-921-6877,,"{'latitude': '37.717373', 'needs_recoding': False, 'human_address': '{""address"":""1111 Junipero Serra Blvd."",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.471858'}"
T-Mobile,SF13327,,2380,42,M-1,65-J,Industrial,,"voice, video, data",,3,Ground,,700 / 1900 / 2100,,33.3,Rana Christie,925-300-5387,,"{'latitude': '37.752326', 'needs_recoding': False, 'human_address': '{""address"":""1465 25th Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.393409'}"
T-Mobile,SF13414,,1146,24,NC-3,40-X,Commercial ,,"voice, video, data",,2,Roof ,,1900 / 2100,,46,Rana Christie,,,"{'latitude': '37.780659', 'needs_recoding': False, 'human_address': '{""address"":""5000 Geary Blvd."",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4727482'}"
T-Mobile,SF13453,,4007,2,M-1,40-X,Industrial,,"voice, video, data",,4,Ground,,1900 / 2100,,60.3,Rana Christie,,,"{'latitude': '37.762379', 'needs_recoding': False, 'human_address': '{""address"":""555 DeHaro Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.400899'}"
T-Mobile,SF13455,,3637,69,NC-3,65-B,Mixed-Use,,"voice, video, data",,6,Ground,,1900 / 2100,,119.3,Rana Christie,,,"{'latitude': '37.755402', 'needs_recoding': False, 'human_address': '{""address"":""2601 Mission Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.418755'}"
T-Mobile,SF13457,,5642,50,NC-3,40-X,Mixed-Use,,"voice, video, data",,2,Roof,,1900 / 2100,,39,Rana Christie,,,"{'latitude': '37.743023', 'needs_recoding': False, 'human_address': '{""address"":""3355 Mission Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4214625'}"
