year,_113_cause_name,cause_name,state,deaths,aadr
2013,Diabetes mellitus (E10-E14),Diabetes,Georgia,2199,23
2012,Diabetes mellitus (E10-E14),Diabetes,Michigan,2685,23
2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alaska,168,23
2008,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,West Virginia,522,23
2007,Diabetes mellitus (E10-E14),Diabetes,Montana,258,23
2007,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Kentucky,994,23
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New York,4892,23
2006,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,1104,23
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Illinois,2949,23
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alaska,155,23
2003,Alzheimer's disease (G30),Alzheimer's disease,New Hampshire,286,23
2003,Diabetes mellitus (E10-E14),Diabetes,South Dakota,203,23
2003,Diabetes mellitus (E10-E14),Diabetes,Virginia,1587,23
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,810,23
2002,Diabetes mellitus (E10-E14),Diabetes,Arizona,1231,23
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,West Virginia,483,23
1999,Diabetes mellitus (E10-E14),Diabetes,Kansas,650,23
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nebraska,459,23
2016,Alzheimer's disease (G30),Alzheimer's disease,Kansas,855,23.1
2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Louisiana,1108,23.1
2011,Alzheimer's disease (G30),Alzheimer's disease,Virginia,1807,23.1
2010,Diabetes mellitus (E10-E14),Diabetes,Georgia,1996,23.1
2010,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,1184,23.1
2009,Diabetes mellitus (E10-E14),Diabetes,South Carolina,1128,23.1
2008,Diabetes mellitus (E10-E14),Diabetes,New Jersey,2242,23.1
2006,Chronic lower respiratory diseases (J40-J47),CLRD,District of Columbia,126,23.1
2006,Diabetes mellitus (E10-E14),Diabetes,Idaho,320,23.1
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,730,23.1
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nevada,454,23.1
2002,Diabetes mellitus (E10-E14),Diabetes,Georgia,1576,23.1
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maryland,1121,23.1
2000,Alzheimer's disease (G30),Alzheimer's disease,Wyoming,102,23.1
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Texas,3706,23.1
1999,Diabetes mellitus (E10-E14),Diabetes,Idaho,267,23.1
1999,Diabetes mellitus (E10-E14),Diabetes,South Dakota,196,23.1
2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Idaho,392,23.2
2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Louisiana,1160,23.2
2014,Diabetes mellitus (E10-E14),Diabetes,Tennessee,1727,23.2
2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alaska,171,23.2
2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Wyoming,132,23.2
2009,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Georgia,1866,23.2
2008,Diabetes mellitus (E10-E14),Diabetes,Nebraska,470,23.2
2006,Alzheimer's disease (G30),Alzheimer's disease,Virginia,1574,23.2
2005,Diabetes mellitus (E10-E14),Diabetes,Georgia,1742,23.2
2005,Diabetes mellitus (E10-E14),Diabetes,Pennsylvania,3553,23.2
2004,Alzheimer's disease (G30),Alzheimer's disease,Virginia,1480,23.2
2003,Diabetes mellitus (E10-E14),Diabetes,Kansas,676,23.2
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,227,23.2
2003,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,1062,23.2
2002,Diabetes mellitus (E10-E14),Diabetes,Virginia,1558,23.2
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,United States,65681,23.2
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Jersey,2044,23.2
1999,Alzheimer's disease (G30),Alzheimer's disease,New Hampshire,266,23.2
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Indiana,1362,23.2
1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Mississippi,623,23.2
2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,New Mexico,491,23.3
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Tennessee,1723,23.3
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arkansas,794,23.3
2009,Alzheimer's disease (G30),Alzheimer's disease,Wisconsin,1611,23.3
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nevada,542,23.3
2007,Diabetes mellitus (E10-E14),Diabetes,North Carolina,2156,23.3
2006,Alzheimer's disease (G30),Alzheimer's disease,Nebraska,500,23.3
2005,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New York,4645,23.3
2005,Diabetes mellitus (E10-E14),Diabetes,Nebraska,449,23.3
2004,Alzheimer's disease (G30),Alzheimer's disease,West Virginia,493,23.3
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Mississippi,637,23.3
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Utah,384,23.3
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nevada,410,23.3
2001,Alzheimer's disease (G30),Alzheimer's disease,Vermont,149,23.3
2001,Diabetes mellitus (E10-E14),Diabetes,Montana,229,23.3
2000,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Maryland,1182,23.3
2000,Diabetes mellitus (E10-E14),Diabetes,Wisconsin,1309,23.3
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Mississippi,785,23.4
2015,Chronic lower respiratory diseases (J40-J47),CLRD,District of Columbia,147,23.4
2015,Diabetes mellitus (E10-E14),Diabetes,South Carolina,1347,23.4
2015,Diabetes mellitus (E10-E14),Diabetes,Tennessee,1798,23.4
2014,Diabetes mellitus (E10-E14),Diabetes,Kentucky,1175,23.4
2013,Diabetes mellitus (E10-E14),Diabetes,Oregon,1109,23.4
2012,Diabetes mellitus (E10-E14),Diabetes,Arizona,1736,23.4
2010,Alzheimer's disease (G30),Alzheimer's disease,Minnesota,1451,23.4
2009,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,1180,23.4
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wyoming,123,23.4
2007,Diabetes mellitus (E10-E14),Diabetes,Maryland,1301,23.4
2007,Diabetes mellitus (E10-E14),Diabetes,Nebraska,472,23.4
2005,Diabetes mellitus (E10-E14),Diabetes,New Hampshire,310,23.4
2003,Alzheimer's disease (G30),Alzheimer's disease,Virginia,1466,23.4
2002,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Rhode Island,277,23.4
2002,Diabetes mellitus (E10-E14),Diabetes,Wisconsin,1353,23.4
2000,Alzheimer's disease (G30),Alzheimer's disease,New Hampshire,273,23.4
2016,Alzheimer's disease (G30),Alzheimer's disease,New Mexico,583,23.5
2016,Diabetes mellitus (E10-E14),Diabetes,North Carolina,2811,23.5
2015,Alzheimer's disease (G30),Alzheimer's disease,Kansas,865,23.5
2015,Diabetes mellitus (E10-E14),Diabetes,Louisiana,1199,23.5
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Mississippi,763,23.5
2013,Alzheimer's disease (G30),Alzheimer's disease,United States,84767,23.5
2013,Diabetes mellitus (E10-E14),Diabetes,Arizona,1786,23.5
2012,Alzheimer's disease (G30),Alzheimer's disease,Maine,432,23.5
2012,Chronic lower respiratory diseases (J40-J47),CLRD,District of Columbia,139,23.5
2009,Alzheimer's disease (G30),Alzheimer's disease,Virginia,1738,23.5
2007,Alzheimer's disease (G30),Alzheimer's disease,Nebraska,512,23.5
2007,Chronic lower respiratory diseases (J40-J47),CLRD,District of Columbia,129,23.5
2007,Diabetes mellitus (E10-E14),Diabetes,Indiana,1564,23.5
2007,Diabetes mellitus (E10-E14),Diabetes,Washington,1508,23.5
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arkansas,734,23.5
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Tennessee,1438,23.5
2006,Diabetes mellitus (E10-E14),Diabetes,Missouri,1493,23.5
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wyoming,117,23.5
2005,Alzheimer's disease (G30),Alzheimer's disease,Minnesota,1320,23.5
2005,Alzheimer's disease (G30),Alzheimer's disease,Wisconsin,1512,23.5
2005,Diabetes mellitus (E10-E14),Diabetes,Mississippi,677,23.5
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,1596,23.5
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Mississippi,645,23.5
2004,Diabetes mellitus (E10-E14),Diabetes,Kansas,690,23.5
2001,Diabetes mellitus (E10-E14),Diabetes,Wisconsin,1337,23.5
2000,Diabetes mellitus (E10-E14),Diabetes,Kansas,668,23.5
1999,Diabetes mellitus (E10-E14),Diabetes,Delaware,179,23.5
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,United States,63730,23.5
2017,Alzheimer's disease (G30),Alzheimer's disease,New Jersey,2829,23.6
2017,Diabetes mellitus (E10-E14),Diabetes,North Carolina,2903,23.6
2016,Diabetes mellitus (E10-E14),Diabetes,Montana,311,23.6
2015,Diabetes mellitus (E10-E14),Diabetes,North Carolina,2746,23.6
2013,Alzheimer's disease (G30),Alzheimer's disease,Nebraska,557,23.6
2011,Diabetes mellitus (E10-E14),Diabetes,Georgia,2121,23.6
2011,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Arkansas,787,23.6
2008,Alzheimer's disease (G30),Alzheimer's disease,Illinois,3192,23.6
2007,Diabetes mellitus (E10-E14),Diabetes,Delaware,223,23.6
2006,Diabetes mellitus (E10-E14),Diabetes,United States,72449,23.6
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oklahoma,879,23.6
2005,Alzheimer's disease (G30),Alzheimer's disease,Virginia,1550,23.6
2005,Alzheimer's disease (G30),Alzheimer's disease,West Virginia,504,23.6
2005,Diabetes mellitus (E10-E14),Diabetes,Minnesota,1258,23.6
2004,Alzheimer's disease (G30),Alzheimer's disease,Utah,376,23.6
2004,Diabetes mellitus (E10-E14),Diabetes,Mississippi,665,23.6
2004,Diabetes mellitus (E10-E14),Diabetes,Missouri,1461,23.6
2004,Diabetes mellitus (E10-E14),Diabetes,Pennsylvania,3579,23.6
2003,Diabetes mellitus (E10-E14),Diabetes,New Hampshire,300,23.6
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maryland,1175,23.6
2003,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Nevada,439,23.6
2000,Alzheimer's disease (G30),Alzheimer's disease,Utah,342,23.6
2000,Diabetes mellitus (E10-E14),Diabetes,Montana,227,23.6
1999,Diabetes mellitus (E10-E14),Diabetes,Virginia,1486,23.6
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,300,23.6
2017,Diabetes mellitus (E10-E14),Diabetes,Arizona,2054,23.7
2016,Diabetes mellitus (E10-E14),Diabetes,South Dakota,253,23.7
2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,New Mexico,500,23.7
2014,Diabetes mellitus (E10-E14),Diabetes,Michigan,2844,23.7
2014,Diabetes mellitus (E10-E14),Diabetes,North Carolina,2687,23.7
2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Montana,243,23.7
2010,Diabetes mellitus (E10-E14),Diabetes,Oregon,1052,23.7
2009,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Mississippi,700,23.7
2008,Diabetes mellitus (E10-E14),Diabetes,Utah,468,23.7
2006,Alzheimer's disease (G30),Alzheimer's disease,United States,72432,23.7
2006,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Mississippi,673,23.7
2005,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Mississippi,667,23.7
2004,Alzheimer's disease (G30),Alzheimer's disease,Mississippi,630,23.7
2004,Alzheimer's disease (G30),Alzheimer's disease,Ohio,2927,23.7
2003,Alzheimer's disease (G30),Alzheimer's disease,Ohio,2902,23.7
2002,Chronic lower respiratory diseases (J40-J47),CLRD,District of Columbia,133,23.7
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Illinois,2940,23.7
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Virginia,1480,23.7
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Louisiana,941,23.7
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,United States,65313,23.7
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Washington,1259,23.7
2014,Alzheimer's disease (G30),Alzheimer's disease,Nevada,606,23.8
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nevada,687,23.8
2013,Diabetes mellitus (E10-E14),Diabetes,Idaho,404,23.8
2013,Diabetes mellitus (E10-E14),Diabetes,Michigan,2825,23.8
2012,Alzheimer's disease (G30),Alzheimer's disease,United States,83637,23.8
2010,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Kentucky,1079,23.8
2007,Alzheimer's disease (G30),Alzheimer's disease,United States,74632,23.8
2005,Diabetes mellitus (E10-E14),Diabetes,California,7697,23.8
2005,Diabetes mellitus (E10-E14),Diabetes,Kansas,710,23.8
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,California,7553,23.8
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,California,7323,23.8
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,1547,23.8
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,907,23.8
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Delaware,181,23.8
2000,Diabetes mellitus (E10-E14),Diabetes,Oregon,844,23.8
1999,Diabetes mellitus (E10-E14),Diabetes,Alaska,67,23.8
2017,Diabetes mellitus (E10-E14),Diabetes,Louisiana,1272,23.9
2017,Diabetes mellitus (E10-E14),Diabetes,Oregon,1243,23.9
2016,Diabetes mellitus (E10-E14),Diabetes,Arizona,2025,23.9
2016,Diabetes mellitus (E10-E14),Diabetes,Maine,463,23.9
2015,Diabetes mellitus (E10-E14),Diabetes,Alaska,142,23.9
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Montana,251,23.9
2012,Diabetes mellitus (E10-E14),Diabetes,Alabama,1300,23.9
2011,Diabetes mellitus (E10-E14),Diabetes,Alabama,1278,23.9
2009,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New York,4891,23.9
2009,Alzheimer's disease (G30),Alzheimer's disease,Kansas,802,23.9
2008,Diabetes mellitus (E10-E14),Diabetes,Idaho,356,23.9
2008,Diabetes mellitus (E10-E14),Diabetes,South Carolina,1133,23.9
2006,Diabetes mellitus (E10-E14),Diabetes,Wyoming,126,23.9
2004,Alzheimer's disease (G30),Alzheimer's disease,South Dakota,243,23.9
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Mississippi,662,23.9
2003,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New York,4708,23.9
2002,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New York,4663,23.9
2002,Alzheimer's disease (G30),Alzheimer's disease,Texas,3793,23.9
2002,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Louisiana,983,23.9
2001,Diabetes mellitus (E10-E14),Diabetes,New Hampshire,291,23.9
1999,Alzheimer's disease (G30),Alzheimer's disease,Wyoming,103,23.9
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Jersey,2075,23.9
2017,Diabetes mellitus (E10-E14),Diabetes,Tennessee,1915,24
2016,Chronic lower respiratory diseases (J40-J47),CLRD,District of Columbia,152,24
2016,Diabetes mellitus (E10-E14),Diabetes,Oregon,1240,24
2016,Diabetes mellitus (E10-E14),Diabetes,Tennessee,1883,24
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Mississippi,791,24
2014,Alzheimer's disease (G30),Alzheimer's disease,New Hampshire,396,24
2014,Diabetes mellitus (E10-E14),Diabetes,Arkansas,828,24
2010,Alzheimer's disease (G30),Alzheimer's disease,Michigan,2736,24
2010,Diabetes mellitus (E10-E14),Diabetes,Michigan,2697,24
2008,Diabetes mellitus (E10-E14),Diabetes,Oregon,1025,24
2007,Alzheimer's disease (G30),Alzheimer's disease,District of Columbia,140,24
2005,Alzheimer's disease (G30),Alzheimer's disease,United States,71599,24
2005,Chronic lower respiratory diseases (J40-J47),CLRD,District of Columbia,132,24
2005,Diabetes mellitus (E10-E14),Diabetes,Illinois,3034,24
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Louisiana,996,24
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Missouri,1527,24
2004,Alzheimer's disease (G30),Alzheimer's disease,Iowa,968,24
2004,Diabetes mellitus (E10-E14),Diabetes,New Hampshire,313,24
2002,Alzheimer's disease (G30),Alzheimer's disease,Tennessee,1299,24
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Louisiana,956,24
2000,Alzheimer's disease (G30),Alzheimer's disease,North Dakota,209,24
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Illinois,2917,24
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maryland,1116,24
1999,Chronic lower respiratory diseases (J40-J47),CLRD,Hawaii,290,24
2013,Diabetes mellitus (E10-E14),Diabetes,Kentucky,1187,24.1
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,457,24.1
2012,Diabetes mellitus (E10-E14),Diabetes,District of Columbia,145,24.1
2009,Diabetes mellitus (E10-E14),Diabetes,Indiana,1646,24.1
2008,Diabetes mellitus (E10-E14),Diabetes,Washington,1590,24.1
2008,Diabetes mellitus (E10-E14),Diabetes,Wyoming,130,24.1
2007,Diabetes mellitus (E10-E14),Diabetes,Alaska,105,24.1
2004,Alzheimer's disease (G30),Alzheimer's disease,Kansas,769,24.1
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kentucky,965,24.1
2002,Alzheimer's disease (G30),Alzheimer's disease,Kansas,755,24.1
2001,Alzheimer's disease (G30),Alzheimer's disease,Georgia,1419,24.1
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Carolina,1780,24.1
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Virginia,1481,24.1
2000,Diabetes mellitus (E10-E14),Diabetes,Rhode Island,292,24.1
2000,Diabetes mellitus (E10-E14),Diabetes,Wyoming,111,24.1
1999,Alzheimer's disease (G30),Alzheimer's disease,Oregon,866,24.1
2015,Alzheimer's disease (G30),Alzheimer's disease,Wyoming,151,24.2
2014,Alzheimer's disease (G30),Alzheimer's disease,Minnesota,1628,24.2
2013,Diabetes mellitus (E10-E14),Diabetes,Arkansas,835,24.2
2011,Diabetes mellitus (E10-E14),Diabetes,Idaho,393,24.2
2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New York,5004,24.2
2010,Alzheimer's disease (G30),Alzheimer's disease,Kansas,825,24.2
2009,Alzheimer's disease (G30),Alzheimer's disease,United States,79003,24.2
2007,Alzheimer's disease (G30),Alzheimer's disease,West Virginia,534,24.2
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,241,24.2
2004,Alzheimer's disease (G30),Alzheimer's disease,Oklahoma,867,24.2
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arizona,1286,24.2
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Virginia,1559,24.2
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,743,24.2
1999,Diabetes mellitus (E10-E14),Diabetes,Arkansas,691,24.2
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Mexico,374,24.2
2017,Alzheimer's disease (G30),Alzheimer's disease,Kansas,894,24.3
2014,Diabetes mellitus (E10-E14),Diabetes,Arizona,1936,24.3
2014,Diabetes mellitus (E10-E14),Diabetes,Utah,570,24.3
2013,Alzheimer's disease (G30),Alzheimer's disease,Texas,5293,24.3
2013,Diabetes mellitus (E10-E14),Diabetes,Alabama,1349,24.3
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Mississippi,769,24.3
2012,Diabetes mellitus (E10-E14),Diabetes,Oregon,1126,24.3
2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Louisiana,1138,24.3
2011,Diabetes mellitus (E10-E14),Diabetes,Arizona,1740,24.3
