Rank,Name,Platform,Genre,NA_Sales,EU_Sales,JP_Sales
8593,California Speed,11,5,0.13,0.03,0.0
8594,Wonder Project J2: Koruro no Mori no Josette,11,7,0.0,0.0,0.12
8595,Culdcept SAGA,4,3,0.12,0.0,0.03
8596,Take A Break's: Puzzle Master,3,4,0.0,0.15,0.0
8597,Dragon Ball: Origins 2,3,8,0.05,0.02,0.08
8598,Minna no DS Seminar: Kanpeki Kanji Ryoku,3,5,0.0,0.0,0.16
8599,Innocent Life: A Futuristic Harvest Moon,16,7,0.08,0.03,0.03
8600,The Crew,14,2,0.0,0.15,0.0
8601,Macross Ace Frontier,16,7,0.0,0.0,0.16
8602,Black & Bruised,6,9,0.08,0.06,0.0
8603,Sherlock Holmes vs. Jack the Ripper,4,10,0.11,0.04,0.0
8604,.hack//G.U. Vol.2//Reminisce (jp sales),6,3,0.0,0.0,0.16
8605,Rapala Pro Fishing,13,0,0.12,0.03,0.0
8606,TimeShift,5,6,0.14,0.01,0.0
8607,Blitz: The League,4,0,0.15,0.0,0.0
8608,Scripps Spelling Bee,3,7,0.15,0.0,0.0
8609,MotionSports: Adrenaline,5,0,0.08,0.06,0.0
8610,Ener-G Horse Riders,3,0,0.14,0.01,0.0
8611,Time Hollow,3,10,0.03,0.01,0.11
8612,Farming Simulator 2013,5,7,0.0,0.1,0.02
8613,Rudolph the Red-Nosed Reindeer,0,8,0.15,0.0,0.0
8614,Shinobido 2: Tales of the Ninja,22,8,0.06,0.05,0.02
8615,SpongeBob's Truth or Square,3,8,0.08,0.07,0.0
8616,Ghost in the Shell: Stand Alone Complex,6,10,0.08,0.06,0.0
8617,Rondo of Swords (US sales),3,3,0.16,0.0,0.0
8618,Bulletstorm,14,6,0.07,0.07,0.0
8619,Battle Soccer: Field no Hasha,7,0,0.0,0.0,0.16
8620,Shaun White Skateboarding,4,0,0.1,0.05,0.0
8621,MLB 11: The Show,16,0,0.15,0.0,0.0
8622,Vegas Party,0,5,0.15,0.0,0.0
8623,Amped 3,4,0,0.13,0.02,0.0
8624,Family Party: 30 Great Games Outdoor Fun,0,5,0.14,0.01,0.0
8625,FlatOut 2,6,2,0.08,0.06,0.0
8626,Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,16,9,0.14,0.0,0.0
8627,FIFA Soccer 96,12,0,0.09,0.06,0.0
8628,Burger Island,3,8,0.15,0.0,0.0
8629,Dynasty Warriors 8,4,8,0.09,0.05,0.0
8630,NCAA Final Four 2001,12,0,0.09,0.06,0.0
8631,Tak and the Guardians of Gross,0,8,0.15,0.0,0.0
8632,Just Dance: Disney Party,4,5,0.13,0.02,0.0
8633,LEGO The Lord of the Rings,3,8,0.0,0.14,0.0
8634,Dengeki Bunko Fighting Climax,5,9,0.05,0.0,0.09
8635,J-League Jikkyou Winning Eleven 2000,12,0,0.0,0.0,0.15
8636,Eve: The Lost One,23,10,0.0,0.0,0.16
8637,Chessmaster: The Art of Learning,3,5,0.12,0.03,0.0
8638,Yu-Gi-Oh! 5D's: Duel Transer,0,11,0.11,0.02,0.02
8639,LEGO Legends of Chima: Laval's Journey,22,10,0.02,0.09,0.0
8640,Konami Krazy Racers,8,2,0.09,0.03,0.04
8641,Saturday Night Slam Masters,7,9,0.0,0.0,0.16
8642,Blitz: The League II,5,0,0.11,0.03,0.0
8643,F-Zero: GP Legend,8,2,0.11,0.04,0.0
8644,Racing Lagoon,12,2,0.0,0.0,0.15
8645,Victorious: Hollywood Arts Debut,3,5,0.14,0.01,0.0
8646,Mr. Driller 2,8,4,0.0,0.0,0.15
8647,Just Sing!,3,5,0.14,0.01,0.0
8648,Darksiders II,19,8,0.07,0.07,0.0
8649,Dragon's Lair Trilogy,0,10,0.15,0.0,0.0
8650,Trivial Pursuit: Bet You Know It,0,5,0.1,0.04,0.0
8651,Imagine: Ice Champions,3,0,0.15,0.0,0.0
8652,J-League Pro Soccer Club o Tsukurou! 6: Pride of J,16,0,0.0,0.0,0.16
8653,Nicktoons: MLB,0,0,0.15,0.0,0.0
8654,Sniper: Ghost Warrior,14,6,0.0,0.13,0.0
8655,Left Brain Right Brain: Use Both Hands Train Both Sides,3,5,0.15,0.0,0.0
8656,Rio,5,5,0.04,0.09,0.0
8657,Power Rangers Double Pack,8,8,0.11,0.04,0.0
8658,Mugen Souls,5,3,0.04,0.03,0.08
8659,Yakuza Kiwami,10,10,0.0,0.0,0.16
8660,Pachi-Slot Kanzen Kouryaku 3: Universal Koushiki Gaido Volume 3,12,5,0.0,0.0,0.15
8661,"BCFX: The Black College Football Xperience, The Doug Williams Edition",4,0,0.15,0.0,0.0
8662,FIFA Soccer 97,12,0,0.09,0.06,0.0
8663,Saw II: Flesh & Blood,4,8,0.1,0.04,0.0
8664,Psychic Force,12,9,0.01,0.01,0.13
8665,Trigger Man,6,6,0.08,0.06,0.0
8666,Bomberman Land Touch! 2,3,4,0.13,0.0,0.01
8667,Michael Jackson: The Experience,16,5,0.11,0.03,0.0
8668,The Godfather: Blackhand Edition,0,10,0.14,0.0,0.0
8669,StarBlade α,12,6,0.0,0.0,0.15
8670,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui,16,11,0.0,0.0,0.16
8671,Tiger Woods PGA Tour 2004,18,0,0.12,0.03,0.0
8672,Monster House,3,10,0.14,0.01,0.0
8673,Angry Birds Star Wars,17,11,0.11,0.04,0.0
8674,Backyard Sports: Sandlot Sluggers,0,0,0.15,0.0,0.0
8675,Guilty Gear Xrd: Sign,10,9,0.1,0.0,0.04
8676,Arcade Zone,0,5,0.14,0.0,0.0
8677,SpongeBob's Boating Bash,3,5,0.14,0.01,0.0
8678,7th Dragon III Code: VFD,9,3,0.03,0.0,0.12
8679,DiRT 3,14,2,0.0,0.13,0.0
8680,Culdcept,9,5,0.0,0.0,0.16
8681,Birds of Steel,4,7,0.11,0.04,0.0
8682,Rudolph the Red-Nosed Reindeer,3,8,0.15,0.0,0.0
8683,WWE '13,0,8,0.12,0.02,0.0
8684,MX 2002 Featuring Ricky Carmichael,8,2,0.11,0.04,0.0
8685,Halo Triple Pack,13,6,0.12,0.03,0.0
8686,Street Racer,12,2,0.09,0.06,0.0
8687,Bomberman,3,4,0.1,0.02,0.03
8688,NBA 2K3,18,0,0.12,0.03,0.0
8689,Arcana Heart,6,9,0.06,0.05,0.04
8690,NHL 2005,13,0,0.12,0.03,0.0
8691,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,16,0,0.0,0.0,0.16
8692,Infected,16,6,0.14,0.0,0.0
8693,Battlestar Galactica,6,6,0.08,0.06,0.0
8694,The Walking Dead: Season One,17,10,0.08,0.06,0.0
8695,Kingdom Hearts: Birth by Sleep - Final Mix,16,3,0.0,0.0,0.16
8696,Bust-A-Move Bash!,0,4,0.13,0.01,0.0
8697,Block Party,0,5,0.14,0.0,0.0
8698,Toriko: Gourmet Monsters!,9,3,0.0,0.0,0.16
8699,The Incredible Hulk: The Pantheon Saga,12,8,0.09,0.06,0.0
8700,Darksiders II,14,8,0.03,0.1,0.0
8701,Megamind: Ultimate Showdown,5,8,0.07,0.06,0.0
8702,The Idolm@ster 2,5,5,0.0,0.0,0.16
8703,Space Camp,3,8,0.14,0.0,0.0
8704,Imagine: Music Fest,3,7,0.15,0.0,0.0
8705,AC/DC LIVE: Rock Band Track Pack,6,5,0.08,0.06,0.0
8706,Senran Kagura: Sh?jo-tachi no Shinei,9,8,0.0,0.0,0.16
8707,Ultimate Spider-Man,3,8,0.14,0.0,0.0
8708,Fist of the North Star: Ken's Rage,4,8,0.07,0.02,0.06
8709,Jurassic Park: The Game,4,8,0.15,0.0,0.0
8710,He-Man: Power of Grayskull,8,8,0.11,0.04,0.0
8711,WordJong,3,4,0.13,0.01,0.0
8712,Putty Squad,10,1,0.06,0.07,0.0
8713,Polaris SnoCross,12,2,0.09,0.06,0.0
8714,Wing Commander III: Heart of the Tiger,12,8,0.09,0.06,0.0
8715,Top Spin 4,0,0,0.05,0.09,0.0
8716,Prince of Persia: The Forgotten Sands,3,8,0.14,0.01,0.0
8717,Mat Hoffman's Pro BMX 2,8,0,0.11,0.04,0.0
8718,Muppet RaceMania,12,2,0.09,0.06,0.0
8719,Namco Museum Vol.5,12,5,0.02,0.01,0.12
8720,Courier Crisis,12,2,0.09,0.06,0.0
8721,Bleach: Dark Souls,3,9,0.12,0.02,0.0
8722,The Oregon Trail,0,7,0.15,0.0,0.0
8723,Digimon Battle Spirit 2,8,9,0.11,0.04,0.0
8724,Winning Post 3,12,2,0.0,0.0,0.14
8725,FIFA 06: Road to FIFA World Cup,4,0,0.11,0.02,0.01
8726,Driven,6,2,0.08,0.06,0.0
8727,F.E.A.R. 3,14,6,0.04,0.08,0.0
8728,de Blob 2,4,1,0.1,0.04,0.0
8729,"Warhammer 40,000: Fire Warrior",6,6,0.08,0.06,0.0
8730,Hot Wheels: Battle Force 5,3,2,0.13,0.02,0.0
8731,James Noir's Hollywood Crimes,9,10,0.07,0.07,0.0
8732,Deadly Premonition,5,8,0.08,0.05,0.0
8733,Bomberman,16,4,0.14,0.0,0.0
8734,MTV Music Generator 2,6,5,0.08,0.06,0.0
8735,The Quest Trio,3,4,0.14,0.01,0.0
8736,Chaotic: Shadow Warriors,4,8,0.14,0.0,0.0
8737,Space Invaders Extreme,3,6,0.12,0.01,0.01
8738,Burnout 2: Point of Impact,18,2,0.12,0.03,0.0
8739,Paris-Dakar Rally,6,2,0.08,0.06,0.0
8740,All-Pro Football 2K8,5,0,0.14,0.0,0.0
8741,Dragon Ball Z: Harukanaru Densetsu (JP sales),3,3,0.0,0.0,0.15
8742,Atelier Iris: Eternal Mana,6,3,0.08,0.06,0.0
8743,Blinx 2: Masters of Time & Space,13,1,0.12,0.03,0.0
8744,Stormrise,4,11,0.11,0.03,0.0
8745,NHL 2K10,5,0,0.13,0.01,0.0
8746,FIFA Street 2,16,0,0.07,0.06,0.0
8747,Tak: The Great Juju Challenge,18,1,0.12,0.03,0.0
8748,Deponia,14,10,0.0,0.13,0.0
8749,Harvest Moon: The Lost Valley,9,7,0.12,0.02,0.0
8750,Knockout Kings 2003,18,0,0.12,0.03,0.0
8751,NCAA Football 2004,18,0,0.12,0.03,0.0
8752,XGIII: Extreme G Racing,18,2,0.12,0.03,0.0
8753,NHL 17,17,0,0.13,0.01,0.0
8754,Jewel Quest Solitaire,3,4,0.0,0.14,0.0
8755,Metal Gear Solid V: Ground Zeroes,4,8,0.07,0.06,0.01
8756,Digimon World 4,6,3,0.08,0.06,0.0
8757,Cars: Race-O-Rama,4,2,0.14,0.01,0.0
8758,Disney's Story Studio: Disney's Mulan,12,5,0.09,0.06,0.0
8759,Klax,15,4,0.14,0.01,0.0
8760,Pressure Cooker,15,8,0.14,0.01,0.0
8761,Saturn Bomberman,23,4,0.0,0.0,0.15
8762,Home Run,15,0,0.14,0.01,0.0
8763,Jikkyou Powerful Pro Yakyuu Portable,16,0,0.0,0.0,0.15
8764,The Adventures of Tintin: The Game,9,8,0.05,0.09,0.0
8765,American Chopper,13,2,0.11,0.03,0.0
8766,Sonny with a Chance,3,8,0.12,0.02,0.0
8767,Murdered: Soul Suspect,5,8,0.05,0.06,0.02
8768,Farm Frenzy: Animal Country,3,7,0.13,0.01,0.0
8769,Kingdom Under Fire: Heroes,13,11,0.11,0.03,0.0
8770,Wolfenstein: The Old Blood,17,8,0.07,0.07,0.0
8771,The Terminator: Dawn of Fate,13,8,0.11,0.03,0.0
8772,Cartoon Network Collection: Game Boy Advance Video Special Edition,8,5,0.11,0.04,0.0
8773,Naruto Shippuden: Legends: Akatsuki Rising,16,9,0.14,0.0,0.0
8774,Scooby-Doo! Unmasked,18,1,0.12,0.03,0.0
8775,Streak: Hoverboard Racing,12,2,0.09,0.06,0.0
8776,Samurai Warriors: Katana,0,8,0.11,0.0,0.04
8777,Project Sylpheed: Arc of Deception,4,6,0.12,0.01,0.02
8778,Enthusia Professional Racing,6,2,0.07,0.06,0.0
8779,NCAA GameBreaker 2001,6,0,0.07,0.06,0.0
8780,Get On Da Mic,6,5,0.07,0.06,0.0
8781,Heroes of Mana,3,11,0.08,0.01,0.05
8782,Jurassic: The Hunted,0,6,0.14,0.0,0.0
8783,Army Men: Sarge's War,18,6,0.12,0.03,0.0
8784,Horse Life Adventures,0,7,0.13,0.01,0.0
8785,Amagami,16,10,0.0,0.0,0.15
8786,Ice Age 2: The Meltdown,3,1,0.13,0.01,0.0
8787,Jikkyou Powerful Pro Yakyuu 2009,6,0,0.0,0.0,0.15
8788,Blazing Angels 2: Secret Missions of WWII,5,7,0.1,0.03,0.0
8789,Bigfoot: Collision Course,3,2,0.14,0.0,0.0
8790,Marvel Super Hero Squad: The Infinity Gauntlet,4,8,0.12,0.02,0.0
8791,Kidou Senkan Nadesico,23,11,0.0,0.0,0.15
8792,Tears to Tiara II: Heir of the Overlord,5,3,0.07,0.02,0.06
8793,Frogger's Adventures: The Rescue,18,1,0.12,0.03,0.0
8794,The Incredibles: Rise of the Underminer,3,8,0.13,0.01,0.0
8795,Darksiders,14,8,0.07,0.06,0.0
8796,The Secret Saturdays: Beasts of the 5th Sun,6,8,0.05,0.02,0.0
8797,Countdown: The Game,3,4,0.0,0.14,0.0
8798,Active Life Explorer,0,0,0.14,0.0,0.0
8799,MLB Power Pros 2008,6,0,0.05,0.04,0.05
8800,The Fairly Odd Parents: Clash with the Anti-World,8,10,0.11,0.04,0.0
8801,Theatrhythm Dragon Quest,9,5,0.0,0.0,0.15
8802,Major League Baseball 2K10,3,0,0.14,0.0,0.0
8803,Naruto: Powerful Shippuden,9,1,0.08,0.02,0.04
8804,Disney's The Lion King: Simba's Mighty Adventure,12,8,0.08,0.06,0.0
8805,Family Party: Fitness Fun,0,0,0.14,0.0,0.0
8806,Thor: God of Thunder,5,8,0.07,0.06,0.0
8807,Fantastic Four: Rise of the Silver Surfer,5,8,0.12,0.02,0.0
8808,Metal Slug Anthology,0,6,0.12,0.01,0.0
8809,GoldenEye 007 (2010),3,8,0.11,0.03,0.0
8810,Jikkyou Powerful Pro Yakyuu 2012,16,8,0.0,0.0,0.15
8811,All Japan Pro Wrestling featuring Virtua,23,9,0.0,0.0,0.15
8812,Rudra no Hihou,7,3,0.0,0.0,0.15
8813,Gundam Breaker 2,22,8,0.0,0.0,0.15
8814,Prince of Persia: The Sands of Time,8,8,0.11,0.04,0.0
8815,Cake Mania: In The Mix!,0,4,0.14,0.0,0.0
8816,Zoids: Battle Legends,18,8,0.12,0.03,0.0
8817,World Series Baseball 2K3,13,0,0.11,0.03,0.0
8818,Serious Sam,13,6,0.11,0.03,0.0
8819,Kowloon's Gate,12,10,0.0,0.0,0.14
8820,Killer7,18,8,0.12,0.03,0.0
8821,Kingdom of Paradise,16,3,0.14,0.0,0.0
8822,Hidden Mysteries: Salem Secrets - Witch Trials of 1692,3,4,0.09,0.04,0.0
8823,NBA Street Homecourt,5,0,0.12,0.02,0.0
8824,The Sims Medieval: Pirates and Nobles,14,7,0.05,0.08,0.0
8825,The Cursed Crusade,4,8,0.08,0.05,0.0
8826,Super Monkey Ball Adventure,18,1,0.12,0.03,0.0
8827,Kids Learn Math: A+ Edition,3,5,0.14,0.0,0.0
8828,FIFA Soccer 2002,12,0,0.08,0.06,0.0
8829,Build-A-Bear Workshop: Welcome to Hugsville,3,5,0.14,0.0,0.0
8830,Street Fighter Anniversary Collection,13,9,0.11,0.03,0.0
8831,Final Fantasy XI: Vana'diel Collection 2008,4,3,0.13,0.0,0.01
8832,Suzumiya Haruhi no Yakusoku,16,10,0.0,0.0,0.15
8833,Shadow Ops: Red Mercury,13,6,0.11,0.03,0.0
8834,Indigo Prophecy,6,10,0.07,0.06,0.0
8835,Mind Zero,22,3,0.08,0.0,0.04
8836,World League Soccer,7,0,0.0,0.0,0.15
8837,NBA ShootOut 2001,6,0,0.07,0.06,0.0
8838,Earth Defense Force 2025,4,6,0.06,0.04,0.05
8839,Spider-Man: Friend or Foe,0,8,0.13,0.01,0.0
8840,Ultimate Board Game Collection,0,5,0.14,0.0,0.0
8841,Syndicate,5,6,0.07,0.06,0.0
8842,Samurai Shodown Anthology,6,9,0.07,0.06,0.0
8843,NBA 09: The Inside,5,0,0.14,0.0,0.0
8844,Musashi: Samurai Legend,6,3,0.07,0.06,0.0
8845,Saint Seiya: Soldiers' Soul,10,9,0.0,0.09,0.04
8846,Terraria,14,8,0.0,0.13,0.0
8847,Castlevania: Lords of Shadow - Mirror of Fate,9,8,0.04,0.07,0.03
8848,3rd Super Robot Wars Z: Tengoku-Hen,5,8,0.0,0.0,0.15
8849,Fantasia: Music Evolved,17,5,0.11,0.03,0.0
8850,Pokémon: Johto Photo Finish: Game Boy Advance Video,8,5,0.11,0.04,0.0
8851,F1 2001,6,2,0.07,0.06,0.0
8852,The Legend of Heroes: Trails of Cold Steel II,22,3,0.02,0.0,0.13
8853,Top Gun: Combat Zones,18,7,0.12,0.03,0.0
8854,J-League Victory Goal,23,0,0.0,0.0,0.15
8855,Bakugan Battle Brawlers: Defenders of the Core,16,8,0.09,0.04,0.0
8856,Oreshika: Tainted Bloodlines,22,3,0.0,0.0,0.15
8857,White Knight Chronicles: Origins,16,3,0.0,0.04,0.09
8858,Return to PopoloCrois: A Story of Seasons Fairytale,9,7,0.04,0.0,0.1
8859,Spongebob Squarepants / Fairly Odd Parents Double Pack,8,8,0.11,0.04,0.0
8860,History Civil War: Secret Missions,6,6,0.07,0.06,0.0
8861,NHL 09,6,0,0.07,0.06,0.0
8862,Mirror's Edge Catalyst,17,1,0.08,0.05,0.0
8863,Derby Stallion 64,11,0,0.0,0.0,0.15
8864,Doraemon 3: Nobi Dai no Machi SOS!,11,1,0.0,0.0,0.09
8865,Space Station Silicon Valley,11,10,0.12,0.03,0.0
8866,Dark Rift,11,9,0.12,0.03,0.0
8867,Tokyo Xanadu,22,3,0.0,0.0,0.15
8868,All-Star Baseball 2003,18,0,0.12,0.03,0.0
8869,Burger Island,0,8,0.14,0.0,0.0
8870,Petz: Dogz Talent Show,3,7,0.14,0.0,0.0
8871,T'ai Fu: Wrath of the Tiger,12,8,0.08,0.06,0.0
8872,Rocky,13,9,0.11,0.03,0.0
8873,Ford Racing 2,13,2,0.11,0.03,0.0
8874,Odin Sphere: Leifthrasir,22,3,0.02,0.03,0.08
8875,Sam & Max: Season One,0,10,0.13,0.01,0.0
8876,Virtua Tennis 4,0,0,0.05,0.08,0.0
8877,Tetris Attack,7,4,0.0,0.0,0.15
8878,Candace Kane's Candy Factory,0,8,0.14,0.0,0.0
8879,BloodRayne 2,13,6,0.11,0.03,0.0
8880,Hot Wheels: Beat That!,0,2,0.13,0.0,0.0
8881,Soldier of Fortune: Payback,5,6,0.12,0.02,0.0
8882,Jaws Unleashed,13,8,0.11,0.03,0.0
8883,Pro Yaky? Spirits 6,5,0,0.0,0.0,0.15
8884,Star Trek: Voyager Elite Force,6,6,0.07,0.06,0.0
8885,X-Men: The Official Game,18,8,0.12,0.03,0.0
8886,Brain Boost: Gamma Wave,3,4,0.14,0.0,0.0
8887,Scarface: The World is Yours,0,8,0.12,0.01,0.0
8888,Rock Band: Metal Track Pack,4,5,0.14,0.0,0.0
8889,Chessmaster II,12,11,0.08,0.06,0.0
8890,All-Star Baseball 2003,8,0,0.11,0.04,0.0
8891,Scooby-Doo! Mystery Mayhem,13,8,0.11,0.03,0.0
8892,Winning Post 4,12,0,0.0,0.0,0.14
8893,Major League Baseball 2K13,5,0,0.14,0.0,0.0
8894,DreamWorks Super Star Kartz,0,2,0.1,0.04,0.0
8895,Pro Baseball Spirits 2015,5,8,0.0,0.0,0.15
8896,187: Ride or Die,6,2,0.07,0.06,0.0
8897,Curious George,18,8,0.11,0.03,0.0
8898,Strawberry Shortcake: Game Boy Advance Video Volume 1,8,5,0.11,0.04,0.0
8899,Armored Core: For Answer,4,7,0.06,0.01,0.07
8900,Geist,18,10,0.11,0.03,0.0
8901,eJay Clubworld,6,5,0.07,0.06,0.0
8902,Cardinal Syn,12,9,0.08,0.06,0.0
8903,Charm Girls Club: Pajama Party,0,5,0.14,0.0,0.0
8904,Street Fighter Alpha 3,8,9,0.11,0.04,0.0
8905,The Wizard of Oz: Beyond The Yellow Brick Road,3,3,0.13,0.0,0.0
8906,Mobile Suit Gundam Side Story III: Sabakareshi Mono,23,6,0.0,0.0,0.15
8907,Ridge Racer DS,3,2,0.14,0.0,0.0
8908,Warriors Orochi 3,10,8,0.04,0.05,0.04
8909,Nancy Drew: The White Wolf of Icicle Creek,0,10,0.14,0.0,0.0
8910,Super Street Fighter II,20,9,0.0,0.0,0.15
8911,Metal Gear Solid: Peace Walker HD Edition,5,8,0.0,0.0,0.15
8912,Battle Stadium D.O.N,6,9,0.0,0.0,0.15
8913,No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,12,0,0.0,0.0,0.14
8914,Brain Boost: Beta Wave,3,4,0.14,0.0,0.0
8915,Power Pro Kun Pocket 9,3,0,0.0,0.0,0.15
8916,Rubik's World,0,4,0.13,0.01,0.0
8917,Gallop & Ride!,0,0,0.14,0.0,0.0
8918,Shenmue II,21,10,0.0,0.0,0.15
8919,Major League Baseball 2K8,6,0,0.07,0.06,0.0
8920,Capcom Classics Collection,13,5,0.11,0.03,0.0
8921,Fugitive Hunter: War on Terror,6,6,0.07,0.06,0.0
8922,The Incredible Hulk: Ultimate Destruction,18,8,0.11,0.03,0.0
8923,Prince of Persia: The Two Thrones,18,8,0.11,0.03,0.0
8924,Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,16,10,0.0,0.0,0.15
8925,Baseball Blast!,0,0,0.14,0.0,0.0
8926,Pac-Man World 3,13,1,0.11,0.04,0.0
8927,The Walking Dead: Season Two,22,10,0.1,0.0,0.01
8928,Harvest Moon: Hero of Leaf Valley,16,7,0.07,0.02,0.05
8929,Phantasy Star Online Episode I & II,13,3,0.11,0.03,0.0
8930,F1 2012,14,2,0.01,0.11,0.0
8931,All-Star Baseball 2005,13,0,0.11,0.03,0.0
8932,Rayman Raving Rabbids,3,5,0.13,0.01,0.0
8933,Kung-Fu: High Impact,4,8,0.08,0.06,0.0
8934,SNK Arcade Classics Vol. 1,16,5,0.13,0.0,0.01
8935,Darkstalkers Chronicle: The Chaos Tower,16,9,0.13,0.0,0.0
8936,NHL 2K10,4,0,0.11,0.02,0.0
8937,Batman Begins,18,8,0.11,0.03,0.0
8938,Toy Story Racer,12,2,0.08,0.06,0.0
8939,Yakuza: Ishin,10,8,0.0,0.0,0.15
8940,F1 2011,22,2,0.03,0.08,0.01
8941,Disney's Donald Duck: Goin' Quackers,12,1,0.08,0.06,0.0
8942,Mobile Suit Gundam: Perfect One Year War,12,11,0.0,0.0,0.14
8943,Galerians,12,10,0.08,0.06,0.0
8944,Crash: Twinsanity,13,1,0.11,0.03,0.0
8945,DrumMania,6,7,0.0,0.0,0.15
8946,Yu-Gi-Oh! Nightmare Troubadour (US sales),3,8,0.15,0.0,0.0
8947,Code:Realize - Sousei no Himegimi,22,10,0.09,0.0,0.03
8948,Hoppechan: Tsukutte! Asonde! Punipuni Town!!,9,8,0.0,0.0,0.15
8949,Deus Ex: Mankind Divided,17,3,0.08,0.06,0.0
8950,Arena Football,13,0,0.11,0.03,0.0
8951,Tamagotchi no Narikiri Channel,3,3,0.0,0.0,0.15
8952,Power Pro Kun Pocket 1+2,8,0,0.0,0.0,0.14
8953,Rayman Origins,9,1,0.06,0.08,0.0
8954,Thor: God of Thunder,4,8,0.09,0.04,0.0
8955,Medal of Honor: Infiltrator,8,6,0.11,0.04,0.0
8956,Risen 2: Dark Waters,4,3,0.05,0.08,0.0
8957,Blazing Dragons,12,10,0.08,0.06,0.0
8958,Geometry Wars: Galaxies,3,6,0.13,0.0,0.0
8959,Super Monkey Ball Deluxe,13,5,0.11,0.03,0.0
8960,Shin Megami Tensei: Devil Summoner - Soul Hackers,12,3,0.0,0.0,0.14
8961,Shin Chan: ¡Aventuras de Cine!,3,1,0.0,0.0,0.15
8962,Alien: Isolation,14,6,0.0,0.13,0.0
8963,High Velocity Bowling,5,0,0.13,0.0,0.0
8964,Tamagotchi Collection,3,5,0.0,0.0,0.15
8965,Pac-Man Party 3D,9,5,0.09,0.04,0.0
8966,"NewU Fitness First Mind Body, Yoga & Pilates Workout",0,0,0.12,0.02,0.0
8967,Backyard Sports: Sandlot Sluggers,3,0,0.14,0.0,0.0
8968,Turbo Prop Racing,12,2,0.08,0.06,0.0
8969,Barbie Superpack: Secret Agent / Groovy Games,8,5,0.1,0.04,0.0
8970,Tom Clancy's Ghost Recon,18,6,0.11,0.03,0.0
8971,Dance Dance Revolution (North America),12,7,0.08,0.06,0.0
8972,Bakugan Battle Brawlers: Defenders of the Core,4,8,0.11,0.02,0.0
8973,Mad Dash Racing,13,2,0.11,0.03,0.0
8974,Dreamworks 2-in-1 Party Pack,3,5,0.14,0.0,0.0
8975,Summon Night 5,16,3,0.0,0.0,0.15
8976,MotoGP 2: Ultimate Racing Technology,6,2,0.07,0.06,0.0
8977,Black * Rock Shooter: The Game,16,3,0.0,0.0,0.15
8978,Travel Games For Dummies,3,5,0.13,0.0,0.0
8979,BMX XXX,6,0,0.07,0.06,0.0
8980,SafeCracker: The Ultimate Puzzle Adventure,3,4,0.07,0.06,0.0
8981,Tiger Woods PGA Tour,3,0,0.13,0.0,0.0
8982,Dragon Ball Z: Idainaru Dragon Ball Densetsu,23,9,0.0,0.0,0.15
8983,Sonic Advance & Sonic Pinball Party Combo Pack,8,5,0.1,0.04,0.0
8984,Boktai: The Sun is in Your Hand,8,3,0.1,0.04,0.0
8985,Cars: Mater-National Championship,4,2,0.13,0.0,0.0
8986,Making History: The Great War,0,11,0.0,0.0,0.15
8987,Drawn to Life Collection,3,5,0.14,0.0,0.0
8988,Guilty Gear X2 #Reload,13,9,0.11,0.03,0.0
8989,Wizardry VII: Gadeia no Houshu,12,3,0.0,0.0,0.14
8990,Dynasty Warriors 8: Xtreme Legends,22,8,0.04,0.03,0.05
8991,Moshi Monsters: Katsuma Unleashed,3,8,0.0,0.13,0.0
8992,Elf: The Movie,8,8,0.1,0.04,0.0
8993,Metal Slug 7,3,6,0.13,0.0,0.01
8994,MLB SlugFest 20-03,18,0,0.11,0.03,0.0
8995,Tamagotchi no Appare! Niji Venture,3,3,0.0,0.0,0.14
8996,Grabbed by the Ghoulies,13,8,0.11,0.03,0.0
8997,Ys: The Oath in Felghana,16,3,0.09,0.0,0.04
8998,Shadow Hearts: From The New World,6,3,0.07,0.06,0.0
8999,Mega Man Powered Up,16,1,0.12,0.01,0.0
9000,CSI: 3 Dimensions of Murder,6,10,0.07,0.06,0.0
9001,Barbarian,6,9,0.07,0.06,0.0
9002,QuickSpot,3,5,0.02,0.0,0.13
9003,Deception IV: Blood Ties,22,8,0.03,0.03,0.07
9004,Tennis no Oji-Sama: Aim at The Victory!,8,0,0.0,0.0,0.14
9005,L.A. Rush,13,2,0.11,0.03,0.0
9006,"Lunar 2: Eternal Blue(sales, but wrong system)",20,3,0.0,0.0,0.14
9007,Where the Wild Things Are,3,1,0.13,0.0,0.0
9008,Pipe Dreams 3D,12,4,0.08,0.05,0.0
9009,Derby Stallion Gold,9,0,0.0,0.0,0.14
9010,Adventure Time: Explore the Dungeon Because I Don't Know!,9,8,0.1,0.03,0.0
9011,Lost Dimension,22,3,0.07,0.03,0.02
9012,Fox Sports Golf '99,12,0,0.08,0.05,0.0
9013,Jurassic: The Hunted,6,6,0.07,0.06,0.0
9014,Power Rangers: Super Legends,6,8,0.07,0.06,0.0
9015,Sakura Wars GB,2,10,0.0,0.0,0.14
9016,Shining Force CD,24,11,0.0,0.0,0.14
9017,Rayman 3,8,1,0.1,0.04,0.0
